person_id,period,source,age,is_male,total_income,is_married,job1_income,job2_income,job3_income
sipp_33286078369523_102,t+1,sipp,10,1,1089.2872056031847,0,759.6936626178936,9.30576047167339,14.776903006664767
sipp_33286078369523_102,t+2,sipp,10,1,0.0,0,1120.5670352290365,2.671238810226992,0.0
sipp_33286078369523_102,t+3,sipp,10,1,0.0,0,0.0,0.0,0.0
sipp_33286078369523_102,t+4,sipp,10,1,0.0,0,0.0,0.0,0.0
sipp_33286078369523_102,t+5,sipp,10,1,0.0,0,0.0,0.0,0.0
sipp_33286078369523_102,t+6,sipp,10,1,0.0,0,674.3460410680691,2.854940845906505,0.0
sipp_33286078369523_102,t+7,sipp,10,1,252.76189231382887,0,495.7534743232882,10.341183521280088,0.0
sipp_33286078369523_102,t+8,sipp,10,1,6836.489360856045,0,1469.3255144587947,9.467402242987918,17.099805385314227
sipp_33286078369523_102,t+9,sipp,10,1,3368.033189042115,0,1776.8645064686543,9.880439609108862,11.724652407668179
sipp_33286078369523_102,t+10,sipp,10,1,0.0,0,1362.0751495410773,7.5594255410487765,15.30153429958224
sipp_33286098841421_103,2024-06,sipp,19,0,0.0,0,0.0,0.0,0.0
sipp_33286098841421_103,t+1,sipp,19,0,1089.2872056031847,0,759.6936626178936,9.30576047167339,14.776903006664767
sipp_33286098841421_103,t+2,sipp,19,0,0.0,0,1120.5670352290365,2.671238810226992,0.0
sipp_33286098841421_103,t+3,sipp,19,0,0.0,0,0.0,0.0,0.0
sipp_33286098841421_103,t+4,sipp,19,0,0.0,0,0.0,0.0,0.0
sipp_33286098841421_103,t+5,sipp,19,0,0.0,0,0.0,0.0,0.0
sipp_33286098841421_103,t+6,sipp,19,0,0.0,0,674.3460410680691,2.854940845906505,0.0
sipp_33286098841421_103,t+7,sipp,19,0,252.76189231382887,0,495.7534743232882,10.341183521280088,0.0
sipp_33286098841421_103,t+8,sipp,19,0,6836.489360856045,0,1469.3255144587947,9.467402242987918,17.099805385314227
sipp_33286098841421_103,t+9,sipp,19,0,3368.033189042115,0,1776.8645064686543,9.880439609108862,11.724652407668179
sipp_33286098841421_103,t+10,sipp,19,0,0.0,0,1362.0751495410773,7.5594255410487765,15.30153429958224
sipp_3828584778423_101,2022-01,sipp,55,1,7708.0,1,7700.0,0.0,0.0
sipp_3828584778423_101,t+1,sipp,55,1,11007.974500508528,1,6656.067969950158,1.361808122759541,10.095018158289422
sipp_3828584778423_101,t+2,sipp,55,1,10677.539859397002,1,8171.7268326097,0.0,0.0
sipp_3828584778423_101,t+3,sipp,55,1,10196.618608399724,1,2101.7488445791832,0.0,0.0
sipp_3828584778423_101,t+4,sipp,55,1,7577.639452810363,1,3941.721126716766,0.0,0.0
sipp_3828584778423_101,t+5,sipp,55,1,5388.732537126547,1,3743.79599800741,0.0,0.0
sipp_3828584778423_101,t+6,sipp,55,1,2002.3575769512754,1,5545.8866241887545,5.895838912371037,0.0
sipp_3828584778423_101,t+7,sipp,55,1,1484.7206344057922,1,4553.738777354927,9.044162956878942,0.0
sipp_3828584778423_101,t+8,sipp,55,1,7438.063870937374,1,5216.486476828818,10.58281796605742,9.113113140961996
sipp_3828584778423_101,t+9,sipp,55,1,6023.464723286466,1,4408.084130231893,8.381327651012649,0.0
sipp_3828584778423_101,t+10,sipp,55,1,3792.4014133983073,1,4003.6051447841905,7.973029922351474,3.117064406844971
sipp_3886005702721_101,2024-10,sipp,67,0,840.0,0,0.0,0.0,0.0
sipp_3886005702721_101,t+1,sipp,67,0,1870.0000597636463,0,842.712983704293,9.926573531478464,15.495035847165608
sipp_3886005702721_101,t+2,sipp,67,0,537.5907403198435,0,1212.5182473760624,3.760010261358474,0.0
sipp_3886005702721_101,t+3,sipp,67,0,0.0,0,0.0,0.0,0.0
sipp_3886005702721_101,t+4,sipp,67,0,0.0,0,0.0,0.0,0.0
sipp_3886005702721_101,t+5,sipp,67,0,0.0,0,0.0,0.0,0.0
sipp_3886005702721_101,t+6,sipp,67,0,0.0,0,688.1042373096066,2.944675079622442,0.0
sipp_3886005702721_101,t+7,sipp,67,0,331.2455915488754,0,515.559846374972,10.422458236746934,0.0
sipp_3886005702721_101,t+8,sipp,67,0,6923.3891984406,0,1488.6061175900284,9.614138371443893,17.26805528578199
sipp_3886005702721_101,t+9,sipp,67,0,3483.7888283122957,0,1796.9737272848377,10.050878278147227,11.880306248877027
sipp_3886005702721_101,t+10,sipp,67,0,0.0,0,1388.0803361173146,7.755983911357971,15.513646935179944
sipp_3886060628320_103,2025-06,sipp,49,1,2298.0,1,2266.0,0.0,0.0
sipp_3886060628320_103,t+1,sipp,49,1,5476.81728273059,1,3550.3103640109903,10.868846108107181,13.85579589042685
sipp_3886060628320_103,t+2,sipp,49,1,5142.551439022733,1,4973.398122595479,2.2302968965817094,0.0
sipp_3886060628320_103,t+3,sipp,49,1,3828.2053840537483,1,3154.8108810951926,0.0,0.0
sipp_3886060628320_103,t+4,sipp,49,1,1297.8046857432128,1,3280.734318390178,0.0,0.0
sipp_3886060628320_103,t+5,sipp,49,1,40.666648237187474,1,2385.1547393488027,0.0,0.0
sipp_3886060628320_103,t+6,sipp,49,1,0.0,1,3791.0391482007576,1.1041002668126758,0.0
sipp_3886060628320_103,t+7,sipp,49,1,0.0,1,3377.9575712743044,10.196431401799812,0.0
sipp_3886060628320_103,t+8,sipp,49,1,3847.213283532983,1,3873.210262283991,13.23561318622667,10.832635092893566
sipp_3886060628320_103,t+9,sipp,49,1,1523.611948734222,1,3497.8068009646167,12.973488924123261,3.115341918064537
sipp_3886060628320_103,t+10,sipp,49,1,0.0,1,3143.142692260337,8.054408028302516,3.0855507353001705
sipp_3886099547722_102,2023-09,sipp,85,0,1778.0,1,0.0,0.0,0.0
sipp_3886099547722_102,t+1,sipp,85,0,6735.202765068236,1,1312.829593905528,13.740357911830383,13.998470577046014
sipp_3886099547722_102,t+2,sipp,85,0,7535.384316271069,1,2331.8679702187974,9.404861883257576,0.7986444355932001
sipp_3886099547722_102,t+3,sipp,85,0,6455.495352835329,1,1788.227568102266,0.7580468746007725,0.0
sipp_3886099547722_102,t+4,sipp,85,0,3869.575130989593,1,1735.2716698898225,1.4689685505066628,0.0
sipp_3886099547722_102,t+5,sipp,85,0,2735.328512159984,1,1171.7663896562415,0.018630781250180917,0.0
sipp_3886099547722_102,t+6,sipp,85,0,155.09255739661603,1,1837.6505799145923,6.359396134033309,0.0
sipp_3886099547722_102,t+7,sipp,85,0,0.0,1,1548.9707588050492,12.616976768194165,0.0
sipp_3886099547722_102,t+8,sipp,85,0,4820.328868768469,0,2197.3567120005073,14.461771545240499,15.045699109100946
sipp_3886099547722_102,t+9,sipp,85,0,386.11670708452584,0,2158.9185413222344,13.212542415918767,13.380844572827968
sipp_3886099547722_102,t+10,sipp,85,0,0.0,0,1432.8050542292617,7.660927788508106,12.787354054517465
sipp_39828550169122_103,2023-02,sipp,13,1,0.0,0,0.0,0.0,0.0
sipp_39828550169122_103,t+1,sipp,13,1,1089.2872056031847,0,759.6936626178936,9.30576047167339,14.776903006664767
sipp_39828550169122_103,t+2,sipp,13,1,0.0,0,1120.5670352290365,2.671238810226992,0.0
sipp_39828550169122_103,t+3,sipp,13,1,0.0,0,0.0,0.0,0.0
sipp_39828550169122_103,t+4,sipp,13,1,0.0,0,0.0,0.0,0.0
sipp_39828550169122_103,t+5,sipp,13,1,0.0,0,0.0,0.0,0.0
sipp_39828550169122_103,t+6,sipp,13,1,0.0,0,674.3460410680691,2.854940845906505,0.0
sipp_39828550169122_103,t+7,sipp,13,1,252.76189231382887,0,495.7534743232882,10.341183521280088,0.0
sipp_39828550169122_103,t+8,sipp,13,1,6836.489360856045,0,1469.3255144587947,9.467402242987918,17.099805385314227
sipp_39828550169122_103,t+9,sipp,13,1,3368.033189042115,0,1776.8645064686543,9.880439609108862,11.724652407668179
sipp_39828550169122_103,t+10,sipp,13,1,0.0,0,1362.0751495410773,7.5594255410487765,15.30153429958224
sipp_39886033463222_101,2023-10,sipp,48,1,14824.0,1,14819.0,0.0,0.0
sipp_39886033463222_101,t+1,sipp,48,1,20206.301902084764,1,7703.413068218577,0.0,22.73763646176829
sipp_39886033463222_101,t+2,sipp,48,1,18746.768409206055,1,9377.603359678698,0.0,0.0
sipp_39886033463222_101,t+3,sipp,48,1,17515.973180961002,1,1434.5509129318373,0.0,0.0
sipp_39886033463222_101,t+4,sipp,48,1,15808.744540842468,1,3998.039683296705,2.9638295272210478,0.0
sipp_39886033463222_101,t+5,sipp,48,1,13953.395815465989,1,4078.2692550066317,1.9210570466692687,0.0
sipp_39886033463222_101,t+6,sipp,48,1,10656.994870903603,1,5562.303729921998,8.709909139716139,0.0
sipp_39886033463222_101,t+7,sipp,48,1,10214.59958759541,1,4650.4512413854745,11.093545191573037,0.0
sipp_39886033463222_101,t+8,sipp,48,1,16708.083144809192,1,4946.649589484172,13.34407687823512,11.891324320225891
sipp_39886033463222_101,t+9,sipp,48,1,15998.872906802317,1,4026.2690431582587,12.827702899801013,3.458251604785005
sipp_39886033463222_101,t+10,sipp,48,1,14213.272475428352,1,3696.021317329431,14.201647072765638,8.607875689112507
sipp_39886060911622_102,2023-01,sipp,49,1,5345.0,1,5429.0,0.0,0.0
sipp_39886060911622_102,t+1,sipp,49,1,8176.653245005138,1,5747.967726275482,4.306597660077166,10.911491282156087
sipp_39886060911622_102,t+2,sipp,49,1,7926.23939214283,1,7222.228597981224,0.0,0.0
sipp_39886060911622_102,t+3,sipp,49,1,7489.4987532165105,1,2721.2766417495086,0.0,0.0
sipp_39886060911622_102,t+4,sipp,49,1,4612.094449988654,1,3873.8513672437757,0.0,0.0
sipp_39886060911622_102,t+5,sipp,49,1,2722.3142724126446,1,3327.2057856282563,0.0,0.0
sipp_39886060911622_102,t+6,sipp,49,1,0.0,1,5140.2163567798325,3.7085479199296216,0.0
sipp_39886060911622_102,t+7,sipp,49,1,0.0,1,4315.443415985962,8.929967622922875,0.0
sipp_39886060911622_102,t+8,sipp,49,1,5298.699276112689,1,5004.15586633111,10.639247404011273,9.195986550434846
sipp_39886060911622_102,t+9,sipp,49,1,3626.1884409650593,1,4294.152341222673,8.509586267461284,0.0
sipp_39886060911622_102,t+10,sipp,49,1,1323.7574627810973,1,3914.058914282054,7.137085207991872,2.112671021504557
sipp_41893290323_104,2022-04,sipp,11,0,0.0,0,0.0,0.0,0.0
sipp_41893290323_104,t+1,sipp,11,0,1089.2872056031847,0,759.6936626178936,9.30576047167339,14.776903006664767
sipp_41893290323_104,t+2,sipp,11,0,0.0,0,1120.5670352290365,2.671238810226992,0.0
sipp_41893290323_104,t+3,sipp,11,0,0.0,0,0.0,0.0,0.0
sipp_41893290323_104,t+4,sipp,11,0,0.0,0,0.0,0.0,0.0
sipp_41893290323_104,t+5,sipp,11,0,0.0,0,0.0,0.0,0.0
sipp_41893290323_104,t+6,sipp,11,0,0.0,0,674.3460410680691,2.854940845906505,0.0
sipp_41893290323_104,t+7,sipp,11,0,252.76189231382887,0,495.7534743232882,10.341183521280088,0.0
sipp_41893290323_104,t+8,sipp,11,0,6836.489360856045,0,1469.3255144587947,9.467402242987918,17.099805385314227
sipp_41893290323_104,t+9,sipp,11,0,3368.033189042115,0,1776.8645064686543,9.880439609108862,11.724652407668179
sipp_41893290323_104,t+10,sipp,11,0,0.0,0,1362.0751495410773,7.5594255410487765,15.30153429958224
sipp_46928522829122_101,2023-07,sipp,75,0,2916.0,1,764.0,0.0,0.0
sipp_46928522829122_101,t+1,sipp,75,0,7080.399385255849,1,2036.7673048523052,14.429391278071318,15.913162797575662
sipp_46928522829122_101,t+2,sipp,75,0,7266.03168356399,1,3130.1581955215324,9.231096217269837,0.7159995391246632
sipp_46928522829122_101,t+3,sipp,75,0,6055.694221416452,1,2469.4070875478064,0.0,0.0
sipp_46928522829122_101,t+4,sipp,75,0,3399.4595828477904,1,2445.3164163710817,0.15945732729363016,0.0
sipp_46928522829122_101,t+5,sipp,75,0,2200.2569646722477,1,1818.1737693340654,0.0,0.0
sipp_46928522829122_101,t+6,sipp,75,0,0.0,1,2635.7045810859036,5.462658903286737,0.0
sipp_46928522829122_101,t+7,sipp,75,0,0.0,1,2316.553365980529,12.547404767217538,0.0
sipp_46928522829122_101,t+8,sipp,75,0,4608.908363980707,1,2782.82444635804,15.818351558464455,14.840546758782816
sipp_46928522829122_101,t+9,sipp,75,0,2351.2570346997745,1,2718.8547682459975,15.014112896484981,7.788188981105312
sipp_46928522829122_101,t+10,sipp,75,0,0.0,1,2484.2011606512433,11.163881193811836,7.16089966120685
sipp_46986004333423_101,2022-11,sipp,73,1,1200.0,0,0.0,0.0,0.0
sipp_46986004333423_101,t+1,sipp,73,1,2201.659105828636,0,878.5815491356666,10.19632039306941,15.807713647470527
sipp_46986004333423_101,t+2,sipp,73,1,833.7091286226205,0,1254.9362447013352,4.198275993944378,0.0
sipp_46986004333423_101,t+3,sipp,73,1,0.0,0,0.0,0.0,0.0
sipp_46986004333423_101,t+4,sipp,73,1,0.0,0,0.0,0.0,0.0
sipp_46986004333423_101,t+5,sipp,73,1,30.19337790941063,0,0.0,0.0,0.0
sipp_46986004333423_101,t+6,sipp,73,1,0.0,0,695.8842345568692,3.0027348222639496,0.0
sipp_46986004333423_101,t+7,sipp,73,1,369.6399027913503,0,525.4971827630511,10.463577176472537,0.0
sipp_46986004333423_101,t+8,sipp,73,1,6965.90435646195,0,1498.0811670193607,9.686076382027302,17.350736187450785
sipp_46986004333423_101,t+9,sipp,73,1,3540.368186242704,0,1806.7728908882832,10.133809418002997,11.956863866154958
sipp_46986004333423_101,t+10,sipp,73,1,0.0,0,1400.7174367249288,7.851295789616115,15.61795928109554
sipp_66713813668923_103,2022-08,sipp,48,0,1400.0,1,0.0,0.0,0.0
sipp_66713813668923_103,t+1,sipp,48,0,6403.125709785258,1,1286.1838261480686,13.388339432840755,13.631316428678549
sipp_66713813668923_103,t+2,sipp,48,0,7237.692633431303,1,2298.837446547305,8.915921753564488,0.2600911319085668
sipp_66713813668923_103,t+3,sipp,48,0,6169.261072261754,1,1731.6068960478149,0.16453325590725854,0.0
sipp_66713813668923_103,t+4,sipp,48,0,3601.338286667531,1,1671.9310236417123,0.9259508442949809,0.0
sipp_66713813668923_103,t+5,sipp,48,0,2488.630662503223,1,1099.2909405326188,0.0,0.0
sipp_66713813668923_103,t+6,sipp,48,0,0.0,1,1770.4703225405067,5.933640650035244,0.0
sipp_66713813668923_103,t+7,sipp,48,0,0.0,1,1479.2199010047966,12.293577863551162,0.0
sipp_66713813668923_103,t+8,sipp,48,0,4738.645917880807,0,2144.6990009233623,14.160778991004324,14.809483392275933
sipp_66713813668923_103,t+9,sipp,48,0,285.922859803577,0,2121.386664689643,12.92367865379979,13.18041514464526
sipp_66713813668923_103,t+10,sipp,48,0,0.0,0,1393.5146434528965,7.412870073859924,12.524923191417896
sipp_66717234225922_101,2023-09,sipp,52,0,979.0,1,0.0,964.0,0.0
sipp_66717234225922_101,t+1,sipp,52,0,39679.76984493906,1,876.0950675465429,261.5767810092405,555.5636169445252
sipp_66717234225922_101,t+2,sipp,52,0,36939.41825692604,1,3089.197245399795,0.0,2.3090385830286095
sipp_66717234225922_101,t+3,sipp,52,0,37562.92755386529,1,1112.5295484407363,0.0,0.786074300078468
sipp_66717234225922_101,t+4,sipp,52,0,36331.71596210783,1,1520.495642042245,25.470845262745357,0.0
sipp_66717234225922_101,t+5,sipp,52,0,38555.046924316055,1,1844.3827057708875,26.060198230690602,22.060854393592585
sipp_66717234225922_101,t+6,sipp,52,0,37722.09196928819,1,2587.3678336331336,30.491401198003274,20.263618817420078
sipp_66717234225922_101,t+7,sipp,52,0,38687.924484467796,1,2542.781497817244,32.34852828317254,14.127506493806733
sipp_66717234225922_101,t+8,sipp,52,0,46970.73517334738,1,2928.238561270979,28.805297210188307,24.699929477318857
sipp_66717234225922_101,t+9,sipp,52,0,46466.21409286896,1,2896.241230096256,21.793559448352354,12.945898393203176
sipp_66717234225922_101,t+10,sipp,52,0,43847.753745964525,1,2900.954268163153,22.32411941745896,13.021997064195126
sipp_66728547268921_102,2024-04,sipp,62,0,2677.0,0,2640.0,0.0,0.0
sipp_66728547268921_102,t+1,sipp,62,0,2683.153062368663,0,3008.68852263168,15.520910195280226,22.81653585727112
sipp_66728547268921_102,t+2,sipp,62,0,17.725512415498088,0,3374.585432514839,8.232803411340509,3.9750616080673566
sipp_66728547268921_102,t+3,sipp,62,0,0.0,0,1428.6117878182815,0.0,0.0
sipp_66728547268921_102,t+4,sipp,62,0,0.0,0,753.87993009206,0.0,0.0
sipp_66728547268921_102,t+5,sipp,62,0,0.0,0,0.0,0.0,0.0
sipp_66728547268921_102,t+6,sipp,62,0,0.0,0,996.9622084940806,3.3028610730746415,0.0
sipp_66728547268921_102,t+7,sipp,62,0,169.79858248288656,0,832.5772399969605,11.61321079652771,0.0
sipp_66728547268921_102,t+8,sipp,62,0,6547.631825583776,0,1761.7713034285077,10.94357892672657,19.292722270054778
sipp_66728547268921_102,t+9,sipp,62,0,3367.9410295294874,0,2019.9353664980251,11.319811457115142,12.789487962719534
sipp_66728547268921_102,t+10,sipp,62,0,0.0,0,1607.2922446057514,8.859163642702976,16.27506066677452
sipp_66741841805421_101,2024-12,sipp,30,1,1913.0,1,0.0,0.0,0.0
sipp_66741841805421_101,t+1,sipp,30,1,6854.4933799298815,1,1322.3990282317177,13.861460274291254,14.128048012018642
sipp_66741841805421_101,t+2,sipp,30,1,7642.302516562588,1,2343.7879132194375,9.579496029312569,0.9911714424228641
sipp_66741841805421_101,t+3,sipp,30,1,6558.8357891902415,1,1808.5227303079294,0.9699429511603768,0.0
sipp_66741841805421_101,t+4,sipp,30,1,3967.330042597103,1,1757.850820892573,1.6661113491317927,0.0
sipp_66741841805421_101,t+5,sipp,30,1,2825.1116259252885,1,1197.6921714024925,0.21484850712196746,0.0
sipp_66741841805421_101,t+6,sipp,30,1,239.77069244463928,1,1860.7450242665545,6.528141375772616,0.0
sipp_66741841805421_101,t+7,sipp,30,1,0.0,1,1574.7257887401156,12.762275224759358,0.0
sipp_66741841805421_101,t+8,sipp,30,1,4851.301047833338,0,2216.444721754525,14.576058298151015,15.140404787517868
sipp_66741841805421_101,t+9,sipp,30,1,424.5768465503061,0,2172.6725473352762,13.31875382785305,13.455058971672983
sipp_66741841805421_101,t+10,sipp,30,1,0.0,0,1447.3803450273867,7.754181651970285,12.88587532402326
sipp_66786053363123_104,2022-08,sipp,11,1,0.0,0,0.0,0.0,0.0
sipp_66786053363123_104,t+1,sipp,11,1,1089.2872056031847,0,759.6936626178936,9.30576047167339,14.776903006664767
sipp_66786053363123_104,t+2,sipp,11,1,0.0,0,1120.5670352290365,2.671238810226992,0.0
sipp_66786053363123_104,t+3,sipp,11,1,0.0,0,0.0,0.0,0.0
sipp_66786053363123_104,t+4,sipp,11,1,0.0,0,0.0,0.0,0.0
sipp_66786053363123_104,t+5,sipp,11,1,0.0,0,0.0,0.0,0.0
sipp_66786053363123_104,t+6,sipp,11,1,0.0,0,674.3460410680691,2.854940845906505,0.0
sipp_66786053363123_104,t+7,sipp,11,1,252.76189231382887,0,495.7534743232882,10.341183521280088,0.0
sipp_66786053363123_104,t+8,sipp,11,1,6836.489360856045,0,1469.3255144587947,9.467402242987918,17.099805385314227
sipp_66786053363123_104,t+9,sipp,11,1,3368.033189042115,0,1776.8645064686543,9.880439609108862,11.724652407668179
sipp_66786053363123_104,t+10,sipp,11,1,0.0,0,1362.0751495410773,7.5594255410487765,15.30153429958224
sipp_68528558816122_102,2023-12,sipp,65,0,819.0,1,0.0,0.0,0.0
sipp_68528558816122_102,t+1,sipp,65,0,5893.911488411613,1,1245.5432189947987,12.842810970344415,13.07568033771328
sipp_68528558816122_102,t+2,sipp,65,0,6781.147573523769,1,2248.531396457446,8.160279884120278,0.0
sipp_68528558816122_102,t+3,sipp,65,0,5733.988402715135,1,1644.0878980917148,0.0,0.0
sipp_68528558816122_102,t+4,sipp,65,0,3207.560437681037,1,1572.0517944258265,0.15316900921267518,0.0
sipp_68528558816122_102,t+5,sipp,65,0,2122.273559934314,1,986.6068968135935,0.0,0.0
sipp_68528558816122_102,t+6,sipp,65,0,0.0,1,1664.4346001078704,5.318429177831877,0.0
sipp_68528558816122_102,t+7,sipp,65,0,0.0,1,1379.6939080510665,12.030489349142506,0.0
sipp_68528558816122_102,t+8,sipp,65,0,4630.34203348872,0,2069.7225091665946,13.736715301823988,14.502865987278756
sipp_68528558816122_102,t+9,sipp,65,0,153.3876064130236,0,2066.7227245867944,12.536819758277534,12.817741963467473
sipp_68528558816122_102,t+10,sipp,65,0,0.0,0,1338.2268830828066,7.070932711239951,12.163409377688476
sipp_71741872678823_101,2022-08,sipp,25,1,2607.0,0,2657.0,0.0,0.0
sipp_71741872678823_101,t+1,sipp,25,1,2616.1530966891223,0,3020.586067551566,15.469186112678223,22.769090604715327
sipp_71741872678823_101,t+2,sipp,25,1,0.0,0,3388.687908405123,8.123929966518373,3.8688088218924204
sipp_71741872678823_101,t+3,sipp,25,1,0.0,0,1434.4192350013718,0.0,0.0
sipp_71741872678823_101,t+4,sipp,25,1,0.0,0,758.7726503946219,0.0,0.0
sipp_71741872678823_101,t+5,sipp,25,1,0.0,0,0.0,0.0,0.0
sipp_71741872678823_101,t+6,sipp,25,1,0.0,0,998.4562344640874,3.292781045025876,0.0
sipp_71741872678823_101,t+7,sipp,25,1,161.0993827731727,0,833.2774271785288,11.613995475886721,0.0
sipp_71741872678823_101,t+8,sipp,25,1,6535.999978525833,0,1762.0957318697579,10.939314885494108,19.29433098240239
sipp_71741872678823_101,t+9,sipp,25,1,3355.4534155685833,0,2019.789546546388,11.312689485235296,12.780590357631311
sipp_71741872678823_101,t+10,sipp,25,1,0.0,0,1606.7064506621057,8.84963648166444,16.264713252289166
sipp_71786033468921_101,2024-02,sipp,64,1,6017.0,1,5538.0,0.0,0.0
sipp_71786033468921_101,t+1,sipp,64,1,8783.730994554746,1,5777.507580098947,4.3229333565803,10.87882544420297
sipp_71786033468921_101,t+2,sipp,64,1,8481.763768611345,1,7195.1228478906905,0.0,0.0
sipp_71786033468921_101,t+3,sipp,64,1,7959.943442474847,1,2823.500618075664,0.0,0.0
sipp_71786033468921_101,t+4,sipp,64,1,5078.530200447727,1,3950.4615243351564,0.0,0.0
sipp_71786033468921_101,t+5,sipp,64,1,3183.602255809288,1,3417.2456250471414,0.0,0.0
sipp_71786033468921_101,t+6,sipp,64,1,0.0,1,5188.689339036557,4.229432444276934,0.0
sipp_71786033468921_101,t+7,sipp,64,1,0.0,1,4350.090739322374,9.032402561381751,0.0
sipp_71786033468921_101,t+8,sipp,64,1,5493.448783348533,1,5039.874002559502,10.66686789978429,9.227218901348282
sipp_71786033468921_101,t+9,sipp,64,1,3905.2244053202667,1,4310.369677812402,8.515351103195933,0.0
sipp_71786033468921_101,t+10,sipp,64,1,1636.3658210217036,1,3925.018875934416,7.274337708244763,2.2622126199172854
sipp_71786064149423_101,2022-08,sipp,19,0,2178.0,0,2196.0,0.0,0.0
sipp_71786064149423_101,t+1,sipp,19,0,2140.7482508047833,0,2609.6210634257322,14.458362924224655,21.916484582145188
sipp_71786064149423_101,t+2,sipp,19,0,0.0,0,2948.3718889954744,7.004649615981677,2.9303558403773025
sipp_71786064149423_101,t+3,sipp,19,0,0.0,0,1065.3838210599051,0.0,0.0
sipp_71786064149423_101,t+4,sipp,19,0,0.0,0,441.6588815172413,0.0,0.0
sipp_71786064149423_101,t+5,sipp,19,0,0.0,0,0.0,0.0,0.0
sipp_71786064149423_101,t+6,sipp,19,0,0.0,0,916.519668420879,3.283454135030418,0.0
sipp_71786064149423_101,t+7,sipp,19,0,168.60050881874486,0,756.45943475378,11.317520541649513,0.0
sipp_71786064149423_101,t+8,sipp,19,0,6588.445324032698,0,1692.4723617714756,10.59805554678629,18.76735215042797
sipp_71786064149423_101,t+9,sipp,19,0,3349.5716638163067,0,1960.9651285705347,10.988040099893952,12.55624723557466
sipp_71786064149423_101,t+10,sipp,19,0,0.0,0,1552.8194836780017,8.535739706679589,16.106949026275753
sipp_87628582858423_101,2022-11,sipp,60,0,2370.0,0,0.0,0.0,0.0
